created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-14 11:19:11 UTC,926,27.70,62.90,326.6, 430,464.4,86.320236,23.797234,3730
2017-11-14 11:22:12 UTC,927,27.70,63.30,356.6,488.8,506.6,86.320236,23.797234,3725
2017-11-14 11:28:15 UTC,928,27.60,63.70,298.8,428.8,566.6,86.320236,23.797234,3730
2017-11-14 11:29:47 UTC,929,27.60,63.80, 260,408.8,416.6,86.320236,23.797234,3730
2017-11-14 11:32:53 UTC,930,27.60,63.90,274.4,406.6,554.4,86.320236,23.797234,3719
2017-11-14 11:34:24 UTC,931,27.50,64.00,248.8,394.4,438.8,86.320236,23.797234,3730
2017-11-14 11:40:54 UTC,932,27.40,64.50,286.6,376.6,454.4,86.320236,23.797234,3725
2017-11-14 11:42:25 UTC,933,27.40,64.60,238.8,374.4,464.4,86.320236,23.797234,3725
2017-11-14 11:47:39 UTC,934,27.40,64.60,236.6,326.6,334.4,"","
 CIPGSMLOC: 0",3719
2017-11-14 11:57:48 UTC,935,27.30,64.90,222.2,354.4, 360,"","",3610
2017-11-14 12:04:24 UTC,936,27.20,65.00,252.2,342.2,446.6,86.320236,23.797234,3615
2017-11-14 12:24:01 UTC,937,27.00,64.80,364.4,544.4,664.4,86.320236,23.797234,3637
2017-11-14 12:30:49 UTC,938,26.90,64.70,382.2,528.8,592.2,86.320236,23.797234,3659
2017-11-14 12:32:25 UTC,939,26.90,64.80,426.6,602.2, 720,86.320236,23.797234,3719
2017-11-14 12:33:52 UTC,940,26.90,64.90,434.4,628.8,786.6,86.320236,23.797234,3714
2017-11-14 12:41:34 UTC,941,26.80,65.50, 500,676.6,794.4,86.320236,23.797234,3719
2017-11-14 12:43:04 UTC,942,26.80,65.60,456.6,608.8,714.4,86.320236,23.797234,3714
2017-11-14 12:44:38 UTC,943,26.80,65.80,462.2,656.6, 810,86.320236,23.797234,3714
2017-11-14 12:47:42 UTC,944,26.70,66.00,414.4,574.4,698.8,86.320236,23.797234,3708
2017-11-14 12:49:14 UTC,945,26.70,66.10,412.2,564.4,658.8,86.320236,23.797234,3621
