created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-03 04:10:58 UTC,42204,26.90,55.30,234.4,376.6,468.8,77.200386,28.508123,4049
2017-11-03 04:12:29 UTC,42205,26.90,55.20,244.4,354.4,428.8,"","",4027
2017-11-03 04:14:02 UTC,42206,26.90,55.20,244.4,332.2,364.4,77.200386,28.508123,4016
2017-11-03 04:19:25 UTC,42207,27.00,55.10,222.2,334.4,464.4,"","",4043
2017-11-03 04:30:16 UTC,42208,27.00,55.00,212.2,316.6,348.8,"","",4043
2017-11-03 05:47:51 UTC,42209,27.10,53.70,184.4,316.6, 370,77.200386,28.508123,4010
2017-11-03 05:49:15 UTC,42210,27.10,53.70,168.8,292.2,292.2,77.200386,28.508123,4005
2017-11-03 05:52:22 UTC,42211,27.10,53.80, 210,342.2, 390,77.200386,28.508123,4005
2017-11-03 05:53:52 UTC,42212,27.10,53.80,194.4, 340,396.6,77.200386,28.508123,4005
2017-11-03 05:57:11 UTC,42213,27.20,53.80, 180,342.2, 450,77.200386,28.508123,3999
2017-11-03 06:00:12 UTC,42214,27.20,53.60,174.4,258.8,278.8,77.200386,28.508123,3999
2017-11-03 08:50:40 UTC,42215,27.50,52.20,168.8,272.2,278.8,"","",3911
2017-11-03 09:11:50 UTC,42216,27.60,51.30,176.6, 290,344.4,77.200386,28.508123,3900
2017-11-03 09:22:06 UTC,42217,27.60,50.30,184.4,252.2,272.2,"","",3791
2017-11-03 09:25:33 UTC,42218,27.60,50.50,214.4,346.6, 440,"","",3889
2017-11-03 09:59:01 UTC,42219,27.50,48.80,192.2,286.6,322.2,77.200386,28.508123,3884
2017-11-03 10:02:09 UTC,42220,27.40,48.50,182.2,318.8,376.6,77.200386,28.508123,3851
2017-11-03 10:03:36 UTC,42221,27.50,48.40, 190, 290,326.6,77.200386,28.508123,3878
2017-11-03 10:29:41 UTC,42222,27.50,49.30,166.6,258.8,328.8,"","",3846
2017-11-03 11:17:27 UTC,42223,27.70,49.10,156.6,272.2,346.6,77.200386,28.508123,3867
2017-11-03 11:18:56 UTC,42224,27.70,49.10, 160,244.4,276.6,77.200386,28.508123,3867
