created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-19 06:45:37 UTC,1308,24.50,40.10,202.2, 280,314.4,"","","4065

OK
"
2017-11-19 06:46:37 UTC,1309,24.60,40.10,152.2,212.2,254.4,"","","4065

OK
"
2017-11-19 06:47:37 UTC,1310,24.50,40.10,154.4,222.2,222.2,"","","4065

OK
"
2017-11-19 06:48:37 UTC,1311,24.60,40.00,138.8, 190,206.6,"","","4065

OK
"
2017-11-19 06:49:37 UTC,1312,24.60,40.00,166.6,212.2,226.6,"","","4065

OK
"
2017-11-19 06:50:37 UTC,1313,24.50,40.00,146.6,214.4,214.4,"","","4065

OK
"
2017-11-19 06:51:37 UTC,1314,24.50,40.00,176.6, 250, 250,"","","4065

OK
"
2017-11-19 06:52:37 UTC,1315,24.50,40.00,148.8, 190,276.6,"","","4065

OK
"
2017-11-19 06:53:37 UTC,1316,24.50,40.00,126.6,208.8,208.8,"","","4158

OK
"
2017-11-19 06:54:37 UTC,1317,24.60,40.00, 180, 230,242.2,"","","4049

OK
"
2017-11-19 06:55:37 UTC,1318,24.60,40.00,172.2, 250,272.2,"","","4065

OK
"
2017-11-19 06:56:38 UTC,1319,24.50,39.90, 160,248.8,284.4,"","","4065

OK
"
2017-11-19 06:57:38 UTC,1320,24.50,39.90,138.8,184.4,208.8,"","","4065

OK
"
2017-11-19 06:58:38 UTC,1321,24.60,39.80,152.2, 180,194.4,"","","4059

OK
"
2017-11-19 06:59:38 UTC,1322,24.50,39.70,196.6,284.4,332.2,"","","4158

OK
"
2017-11-19 07:00:38 UTC,1323,24.60,39.70,176.6,234.4,234.4,"","","4065

OK
"
2017-11-19 07:01:38 UTC,1324,24.50,39.60,146.6,224.4,258.8,"","","4059

OK
"
2017-11-19 07:02:38 UTC,1325,24.50,39.50,192.2,272.2,272.2,"","","4065

OK
"
2017-11-19 07:03:38 UTC,1326,24.50,39.50,146.6,174.4, 210,"","","4065

OK
"
2017-11-19 07:04:38 UTC,1327,24.50,39.40,128.8,196.6,256.6,"","","4065

OK
"
2017-11-19 07:05:38 UTC,1328,24.50,39.40,174.4,224.4,258.8,"","","4065

OK
"
2017-11-19 07:06:38 UTC,1329,24.50,39.40,164.4,274.4,384.4,"","","4065

OK
"
2017-11-19 07:07:38 UTC,1330,24.50,39.40,132.2,198.8,212.2,"","","4059

OK
"
2017-11-19 07:08:38 UTC,1331,24.50,39.40,142.2,222.2,292.2,"","","4059

OK
"
2017-11-19 07:09:38 UTC,1332,24.50,39.40, 140,208.8,222.2,"","","4158

OK
"
2017-11-19 07:10:38 UTC,1333,24.50,39.40, 170,248.8, 300,"","","4065

OK
"
2017-11-19 07:11:38 UTC,1334,24.50,39.40, 190,272.2,306.6,"","","4158

OK
"
2017-11-19 07:12:38 UTC,1335,24.50,39.40,168.8, 240, 290,"","","4065

OK
"
2017-11-19 07:13:38 UTC,1336,24.50,39.30,154.4,194.4,244.4,"","","4065

OK
"
2017-11-19 07:14:39 UTC,1337,24.50,39.30,168.8, 210, 250,"","","4065

OK
"
2017-11-19 07:27:42 UTC,1338,24.50,39.30,145.5, 200,209.9,"","","4010

OK
"
2017-11-19 07:28:42 UTC,1339,25.40,39.10, 210,304.4,344.4,"","","4065

OK
"
2017-11-19 07:29:42 UTC,1340,25.50,38.80,156.6,266.6,332.2,"","","4065

OK
"
2017-11-19 07:54:39 UTC,1341,24.90,37.90,98.8,128.8,166.6,"","","4065

OK
"
2017-11-19 07:55:39 UTC,1342,24.80,37.90,156.6,192.2,228.8,"","","4065

OK
"
2017-11-19 08:41:55 UTC,1343,23.40,36.60,98.8,156.6, 190,"","","4153

OK
"
2017-11-19 08:42:54 UTC,1344,24.60,36.60,124.4,166.6,166.6,"","","4065

OK
"
2017-11-19 08:43:55 UTC,1345,24.70,36.60, 150,226.6,276.6,"","","4158

OK
"
2017-11-19 09:20:17 UTC,1346,24.70,37.00,134.4, 190,248.8,"","","4065

OK
"
2017-11-19 09:21:18 UTC,1347,24.70,36.90,132.2, 190,226.6,"","","4049

OK
"
2017-11-19 09:22:17 UTC,1348,24.70,36.90,126.6,178.8,178.8,"","","4065

OK
"
2017-11-19 09:23:17 UTC,1349,24.70,36.90, 140, 220,256.6,"","","4065

OK
"
2017-11-19 09:38:21 UTC,1350,24.70,36.70,118.8,166.6,188.8,"","","4059

OK
"
2017-11-19 09:39:21 UTC,1351,24.70,36.70,134.4,214.4,242.2,"","","4065

OK
"
2017-11-19 09:41:22 UTC,1352,24.70,36.60,116.6, 170,208.8,"","","4158

OK
"
2017-11-19 09:42:22 UTC,1353,24.70,36.50,146.6,234.4,272.2,"","","4065

OK
"
2017-11-19 09:46:39 UTC,1354,24.70,36.40,94.4,118.8,118.8,"","","4065

OK
"
2017-11-19 09:48:40 UTC,1355,24.80,36.30,116.6,156.6, 170,"","","4158

OK
"
2017-11-19 09:49:40 UTC,1356,24.80,36.20, 140, 200,242.2,"","","4065

OK
"
2017-11-19 09:50:40 UTC,1357,24.80,36.20,122.2,166.6, 180,"","","4065

OK
"
2017-11-19 11:10:11 UTC,1358,24.70,37.10,132.2,184.4,184.4,"","","4158

OK
"
2017-11-19 12:08:47 UTC,1359,24.60,37.80,128.8,172.2,194.4,"","","4158

OK
"
2017-11-19 12:32:53 UTC,1360,24.60,38.20,122.2,194.4,246.6,"","","4158

OK
"
2017-11-19 13:05:41 UTC,1361,24.70,38.20,   0,   0,   0,"","","4065

OK
"
2017-11-19 13:10:55 UTC,1362,24.70,38.30,   0,   0,   0,"","","4070

OK
"
2017-11-19 13:46:40 UTC,1363,24.70,38.50,   0,   0,   0,"","","4158

OK
"
2017-11-19 13:49:43 UTC,1364,24.70,38.50,   0,   0,   0,"","","4065

OK
"
2017-11-19 14:42:54 UTC,1365,24.70,39.30,172.2, 260,296.6,"","","4065

OK
"
2017-11-19 14:43:54 UTC,1366,24.70,39.30,198.8,294.4,294.4,"","","4059

OK
"
2017-11-19 14:44:54 UTC,1367,24.70,39.30,222.2,314.4,384.4,"","","4158

OK
"
2017-11-19 14:54:57 UTC,1368,24.60,39.60,186.6, 230,258.8,"","","4059

OK
"
2017-11-19 14:57:58 UTC,1369,24.60,39.50,196.6,284.4,334.4,"","","4049

OK
"
2017-11-19 14:58:58 UTC,1370,24.70,39.60,214.4,242.2,296.6,"","","4059

OK
"
2017-11-19 14:59:58 UTC,1371,24.60,39.60, 200,298.8,312.2,"","","4059

OK
"
2017-11-19 15:01:59 UTC,1372,24.60,39.70,192.2, 270,284.4,"","","4158

OK
"
2017-11-19 15:02:59 UTC,1373,24.60,39.70, 220,282.2, 310,"","","4065

OK
"
2017-11-19 15:45:10 UTC,1374,24.60,39.80,218.8,338.8,376.6,"","","4158

OK
"
2017-11-19 15:46:10 UTC,1375,24.60,39.80,202.2, 240,252.2,"","","4065

OK
"
2017-11-19 15:47:10 UTC,1376,24.70,39.80, 210,296.6, 370,"","","4059

OK
"
2017-11-19 15:48:10 UTC,1377,24.70,39.80, 200,282.2, 330,"","","4059

OK
"
2017-11-19 15:51:12 UTC,1378,24.60,39.80,266.6,364.4,364.4,"","","4059

OK
"
2017-11-19 15:52:12 UTC,1379,24.60,39.80,238.8,284.4, 320,"","","4158

OK
"
2017-11-19 17:15:10 UTC,1380,24.60,39.30,256.6,396.6,482.2,"","","4065

OK
"
2017-11-19 17:16:09 UTC,1381,24.60,39.30,272.2,384.4,394.4,"","","4059

OK
"
2017-11-19 17:17:10 UTC,1382,24.60,39.30, 290,398.8, 440,"","","4059

OK
"
2017-11-19 17:49:30 UTC,1383,24.60,39.00, 280,404.4,462.2,"","","4059

OK
"
2017-11-19 17:54:33 UTC,1384,24.50,39.00,246.6,334.4,496.6,"","","4065

OK
"
2017-11-19 17:55:33 UTC,1385,24.50,39.00,266.6,406.6,482.2,"","","4065

OK
"
2017-11-19 17:56:33 UTC,1386,24.60,39.00,266.6,346.6,392.2,"","","4065

OK
"


