created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-07 04:10:53 UTC,400,27.90,52.70,412.2, 730,904.4,77.201309,28.509823,4136
2017-11-07 04:13:57 UTC,401,27.90,52.70,394.4,742.2,964.4,"","",4142
2017-11-07 04:15:29 UTC,402,27.90,52.70,432.2,754.4,1058,77.201309,28.509823,4142
2017-11-07 04:17:02 UTC,403,27.90,52.70, 380,738.8,1044,77.201309,28.509823,4142
2017-11-07 04:18:34 UTC,404,27.90,52.70,372.2,758.8,1156,77.201309,28.509823,4142
2017-11-07 04:20:12 UTC,405,27.90,52.70,396.6,752.2,1086,"","",4131
2017-11-07 04:21:48 UTC,406,27.90,52.70,372.2,758.8,1040,"","",4142
2017-11-07 04:24:55 UTC,407,27.90,52.70,374.4,764.4,1114,77.201309,28.509823,4142
2017-11-07 04:26:28 UTC,408,27.90,52.70,372.2,776.6,1044,77.201309,28.509823,4142
2017-11-07 04:27:59 UTC,409,27.90,52.60,384.4,746.6,1026,77.201309,28.509823,4142
2017-11-07 04:29:38 UTC,410,27.90,52.60, 410,748.8,1104,"","",4142
2017-11-07 04:31:10 UTC,411,27.90,52.60,386.6,754.4,1008,77.201309,28.509823,4142
2017-11-07 04:32:43 UTC,412,27.90,52.60,362.2, 740,1082,77.201309,28.509823,4142
2017-11-07 04:34:13 UTC,413,27.90,52.60,392.2,832.2,1266,77.201309,28.509823,4142
2017-11-07 04:35:49 UTC,414,27.90,52.50,386.6,786.6,976.6,"","",4142
2017-11-07 04:38:55 UTC,415,27.90,52.50,378.8,782.2,1378,77.201309,28.509823,4142
2017-11-07 04:40:30 UTC,416,27.90,52.50,388.8,778.8,1160,77.201309,28.509823,4142
2017-11-07 04:42:00 UTC,417,27.90,52.50,384.4,668.8,1000,77.201309,28.509823,4142
2017-11-07 04:46:34 UTC,418,27.90,52.40,382.2, 720,1026,77.201309,28.509823,4142
2017-11-07 04:51:15 UTC,419,27.90,52.40,394.4,746.6,1012,"","",4142
2017-11-07 04:52:50 UTC,420,27.90,52.40,348.8,738.8,1076,77.201309,28.509823,4142
2017-11-07 04:54:20 UTC,421,27.90,52.40,374.4,718.8,1030,77.201309,28.509823,4142
2017-11-07 04:55:57 UTC,422,27.90,52.40,394.4,762.2,1080,"","",4081
2017-11-07 04:57:30 UTC,423,27.90,52.40,402.2,678.8,908.8,77.201309,28.509823,4142
2017-11-07 04:59:00 UTC,424,27.90,52.40,388.8,724.4,924.4,77.201309,28.509823,4142
2017-11-07 05:00:32 UTC,425,27.90,52.30,364.4, 730,966.6,"","",4142
2017-11-07 05:02:05 UTC,426,27.90,52.30,348.8,736.6,1150,77.201309,28.509823,4136
2017-11-07 05:03:37 UTC,427,27.90,52.30, 350,626.6,932.2,"","",4142
2017-11-07 05:08:12 UTC,428,27.90,52.30,396.6,784.4,1152,"","",4142
2017-11-07 05:09:44 UTC,429,27.90,52.20,392.2,758.8,1102,77.201309,28.509823,4142
2017-11-07 05:11:15 UTC,430,27.90,52.20, 410,828.8,1126,77.201309,28.509823,4136
2017-11-07 05:15:59 UTC,431,27.90,52.20,372.2,732.2,1056,"","",4142
2017-11-07 05:17:28 UTC,432,27.90,52.20, 390, 750,1062,77.201309,28.509823,4142
2017-11-07 05:19:05 UTC,433,28.00,52.30,398.8,736.6,1134,77.201309,28.509823,4142
2017-11-07 05:20:35 UTC,434,28.00,52.30,398.8,712.2,968.8,77.201309,28.509823,4142
2017-11-07 05:23:34 UTC,435,28.00,52.20,368.8, 660,966.6,77.201309,28.509823,4131
2017-11-07 05:25:09 UTC,436,28.00,52.20,398.8, 780,1026,77.201309,28.509823,4142
2017-11-07 05:28:12 UTC,437,28.00,52.20,386.6,788.8,1090,77.201309,28.509823,4142
2017-11-07 05:31:23 UTC,438,28.00,52.20,382.2,742.2,1010,"","",4142
2017-11-07 05:32:56 UTC,439,28.00,52.20,382.2,734.4,1020,77.201309,28.509823,4142
2017-11-07 05:39:09 UTC,440,28.10,52.30,364.4,736.6,1094,"","",4142
2017-11-07 05:40:44 UTC,441,28.10,52.30,378.8, 710, 940,"","",4136
2017-11-07 05:47:06 UTC,442,28.10,52.20,346.6, 710,1118,"","",4142
2017-11-07 05:48:38 UTC,443,28.20,52.20, 370,704.4,1022,"","",4142
