created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-21 05:28:41 UTC,1684,22.90,32.20,384.4,448.8,478.8,"","","3933

OK
"
2017-11-21 05:29:41 UTC,1685,22.90,32.20,366.6,424.4,528.8,"","","3933

OK
"
2017-11-21 05:30:41 UTC,1686,22.90,32.10,296.6, 350,392.2,"","","3911

OK
"
2017-11-21 05:31:41 UTC,1687,22.90,32.10,364.4,444.4,456.6,"","","3835

OK
"
2017-11-21 05:32:41 UTC,1688,22.90,32.20,354.4,446.6, 560,"","","3933

OK
"
2017-11-21 05:33:41 UTC,1689,23.00,32.20,348.8,528.8,584.4,"","","3939

OK
"
2017-11-21 05:34:41 UTC,1690,23.00,32.20,402.2,476.6,546.6,"","","3824

OK
"
2017-11-21 05:35:42 UTC,1691,23.00,32.30,348.8,446.6,506.6,"","","3928

OK
"
2017-11-21 05:36:41 UTC,1692,23.00,32.40,372.2,392.2,406.6,"","","3851

OK
"
2017-11-21 05:37:41 UTC,1693,23.00,32.40,318.8,366.6,428.8,"","","3818

OK
"
2017-11-21 05:38:41 UTC,1694,23.00,32.50,358.8,406.6,406.6,"","","3856

OK
"
2017-11-21 05:39:42 UTC,1695,23.00,32.50,368.8,452.2,464.4,"","","3922

OK
"
2017-11-21 05:40:42 UTC,1696,23.00,32.50,288.8,376.6,376.6,"","","3922

OK
"
2017-11-21 05:41:42 UTC,1697,23.00,32.60, 310,358.8,392.2,"","","3928

OK
"
2017-11-21 05:42:42 UTC,1698,23.00,32.60,328.8,398.8,412.2,"","","3928

OK
"
2017-11-21 05:43:42 UTC,1699,23.00,32.60,336.6,418.8,448.8,"","","3846

OK
"
2017-11-21 05:44:42 UTC,1700,23.00,32.60,314.4,364.4,424.4,"","","3933

OK
"
2017-11-21 05:45:42 UTC,1701,23.00,32.70,322.2, 390, 390,"","","3922

OK
"
2017-11-21 05:46:42 UTC,1702,23.10,32.60,394.4,474.4,538.8,"","","3796

OK
"
2017-11-21 05:47:42 UTC,1703,23.10,32.60, 330,438.8,438.8,"","","3933

OK
"
2017-11-21 05:48:42 UTC,1704,23.10,32.60,328.8,392.2,454.4,"","","3791

OK
"
2017-11-21 05:49:42 UTC,1705,23.10,32.60, 340, 430, 430,"","","3922

OK
"
2017-11-21 05:50:43 UTC,1706,23.10,32.70,346.6,398.8, 490,"","","3928

OK
"
