created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-19 21:20:46 UTC,2298,27,81,74.4,118.8,144.4,82.729347,22.362844,3708
2017-11-19 21:22:22 UTC,2299,27,81,38.8,  90,  90,82.729347,22.362844,3692
2017-11-19 21:23:59 UTC,2300,27,81,76.6, 100,116.6,82.729347,22.362844,3708
2017-11-19 21:25:36 UTC,2301,27,81,48.8,88.8,88.8,82.729347,22.362844,3697
2017-11-19 21:27:13 UTC,2302,27,81,34.4,74.4,82.2,82.729347,22.362844,3697
2017-11-19 21:28:49 UTC,2303,27,81,48.8,84.4, 110,82.729347,22.362844,3697
2017-11-19 21:30:26 UTC,2304,27,81,68.8,  80,  80,82.729347,22.362844,3703
2017-11-19 21:32:02 UTC,2305,27,81,  50,68.8,94.4,82.729347,22.362844,3697
2017-11-19 21:33:39 UTC,2306,27,81,58.8,74.4,74.4,82.729347,22.362844,3703
2017-11-19 21:35:17 UTC,2307,27,81,44.4,66.6,74.4,82.729347,22.362844,3703
2017-11-19 21:37:07 UTC,2308,27,81,48.8,58.8,58.8,"","
OK
",3697
2017-11-19 21:38:44 UTC,2309,27,81,48.8,66.6,66.6,82.729347,22.362844,3708
2017-11-19 21:40:20 UTC,2310,27,81,42.2,  80,86.6,82.729347,22.362844,3692
2017-11-19 21:41:57 UTC,2311,27,81,  40,  60,  60,82.729347,22.362844,3692
2017-11-19 21:43:33 UTC,2312,27,81,72.2, 110, 110,82.729347,22.362844,3703
2017-11-19 21:45:10 UTC,2313,27,81,58.8,74.4, 100,82.729347,22.362844,3703
2017-11-19 21:46:46 UTC,2314,27,81,64.4,92.2,98.8,82.729347,22.362844,3686
2017-11-19 21:48:22 UTC,2315,27,81,  70,94.4, 120,82.729347,22.362844,3538
2017-11-19 21:49:59 UTC,2316,27,81,  50,  80,  80,82.729347,22.362844,3692
2017-11-19 21:51:35 UTC,2317,27,81,72.2,118.8,118.8,82.729347,22.362844,3692
2017-11-19 21:53:12 UTC,2318,27,81,72.2,88.8,88.8,82.729347,22.362844,3697
2017-11-19 21:54:48 UTC,2319,27,81,  50,86.6,86.6,82.729347,22.362844,3621
2017-11-19 21:56:25 UTC,2320,27,81,54.4,92.2, 110,82.729347,22.362844,3637
