created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-20 21:40:07 UTC,1130,23.00,34.90,352.2,496.6, 600,"","","4109

OK
"
2017-11-20 21:41:17 UTC,1131,23.00,34.90,336.6,442.2, 530,"","","4109

OK
"
2017-11-20 21:42:07 UTC,1132,22.90,34.90,336.6,492.2,596.6,"","","4114

OK
"
2017-11-20 21:59:54 UTC,1133,22.90,34.70,312.2,412.2,548.8,"","","4076

OK
"
2017-11-20 22:00:43 UTC,1134,22.90,34.70,328.8, 450,518.8,"","","4109

OK
"
2017-11-20 22:01:56 UTC,1135,22.90,34.70,336.6,512.2,582.2,"","","4109

OK
"
2017-11-20 22:02:43 UTC,1136,22.90,34.70,342.2, 460,534.4,"","","4109

OK
"
2017-11-20 22:41:47 UTC,1137,23.00,34.40,   0,   0,   0,"","","4202

OK
"
2017-11-20 22:42:37 UTC,1138,23.00,34.40,   0,   0,   0,"","","4213

OK
"
2017-11-20 22:55:07 UTC,1139,23.60,34.00,298.8, 410,508.8,"","","4076

OK
"
2017-11-20 23:44:58 UTC,1140,22.80,33.60,236.6,348.8,392.2,"","","4103

OK
"
2017-11-20 23:45:58 UTC,1141,22.80,33.60,262.2,352.2,428.8,"","","4103

OK
"
2017-11-20 23:53:01 UTC,1142,22.70,33.60,244.4,296.6,362.2,"","","4103

OK
"
2017-11-21 00:18:07 UTC,1143,22.80,33.10, 220,294.4,316.6,"","","4076

OK
"
2017-11-21 00:45:18 UTC,1144,22.70,33.20,214.4,304.4, 390,"","","4114

OK
"
2017-11-21 01:21:40 UTC,1145,22.50,33.20, 190, 300, 350,"","","4103

OK
"
2017-11-21 01:22:53 UTC,1146,22.50,33.20,196.6,282.2, 330,"","","4103

OK
"
2017-11-21 01:31:31 UTC,1147,22.50,33.10, 210,274.4,274.4,"","","4103

OK
"
2017-11-21 01:32:31 UTC,1148,22.50,33.10,222.2,304.4,346.6,"","","4103

OK
"
2017-11-21 01:33:31 UTC,1149,22.50,33.10, 170,274.4,342.2,"","","4098

OK
"
2017-11-21 01:36:33 UTC,1150,22.40,32.90,228.8,286.6,338.8,"","","4208

OK
"
2017-11-21 01:37:57 UTC,1151,22.40,32.90,198.8,254.4,254.4,"","","4208

OK
"
2017-11-21 01:38:44 UTC,1152,22.40,32.90,192.2,282.2, 350,"","","4208

OK
"
2017-11-21 01:39:33 UTC,1153,22.40,32.90, 220,276.6, 300,"","","4208

OK
"
2017-11-21 01:40:43 UTC,1154,22.40,33.00,212.2,282.2,306.6,"","","4208

OK
"
2017-11-21 01:41:33 UTC,1155,22.40,33.20,208.8,308.8,346.6,"","","4213

OK
"
2017-11-21 01:59:52 UTC,1156,22.50,33.30, 190,248.8,254.4,"","","4103

OK
"
2017-11-21 02:00:39 UTC,1157,22.50,33.30,176.6,248.8,262.2,"","","4208

OK
"
2017-11-21 02:01:39 UTC,1158,22.50,33.30, 190, 260, 290,"","","4213

OK
"
2017-11-21 02:02:40 UTC,1159,22.50,33.30,192.2, 280, 370,"","","4213

OK
"
2017-11-21 02:03:40 UTC,1160,22.50,33.30, 180,222.2,228.8,"","","4114

OK
"
2017-11-21 02:04:40 UTC,1161,22.50,33.40,212.2,278.8,304.4,"","","4114

OK
"
2017-11-21 02:07:42 UTC,1162,22.50,33.40,164.4,224.4, 250,"","","4109

OK
"
2017-11-21 02:08:56 UTC,1163,22.50,33.40,184.4, 240,248.8,"","","4109

OK
"
2017-11-21 02:10:06 UTC,1164,22.50,33.40, 200,272.2,294.4,"","","4114

OK
"
2017-11-21 02:10:43 UTC,1165,22.60,33.40,188.8,268.8, 310,"","","4109

OK
"
2017-11-21 02:11:43 UTC,1166,22.60,33.40,212.2,294.4, 340,"","","4114

OK
"
2017-11-21 03:18:18 UTC,1167,21.70,36.20,208.8,288.8,348.8,"","","4109

OK
"
