created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-14 11:24:09 UTC,64,30.40,16.70,104.4,128.8,164.4,"
 CIPGSMLOC: 0",82.724205,3851
2017-11-14 11:25:56 UTC,65,30.20,16.70,104.4,158.8,214.4,"","",3752
2017-11-14 11:33:06 UTC,66,29.20,16.80, 110, 180,186.6,"","",3769
2017-11-14 11:36:36 UTC,67,29.50,17.20,116.6,142.2,194.4,"","",3846
2017-11-14 11:40:07 UTC,68,30.00,17.50,108.8,146.6,172.2,"","",3846
2017-11-14 11:43:16 UTC,69,29.20,17.60,98.8,134.4,134.4,"","
 CIPGSMLOC: 0",3785
2017-11-14 11:57:18 UTC,70,28.40,19.10,122.2,166.6,212.2,"","",3758
2017-11-14 11:58:56 UTC,71,28.20,19.00,154.4,202.2,214.4,"
 CIPGSMLOC: 0",82.724205,3747
2017-11-14 12:59:00 UTC,72,28.10,19.40,214.4, 330,356.6,82.724205,22.367220,3719
2017-11-14 13:05:55 UTC,73,28.00,19.30,202.2,296.6,328.8,82.724205,22.367220,3725
2017-11-14 13:16:17 UTC,74,27.30,19.20,242.2,324.4,354.4,"","",3718
2017-11-14 13:21:37 UTC,75,27.60,19.80,174.4,258.8,304.4,"","",3736
2017-11-14 13:23:08 UTC,76,27.60,19.90, 200,308.8, 390,82.724205,22.367220,3785
2017-11-14 13:27:55 UTC,77,27.00,20.30,214.4, 300,376.6,82.724205,22.367220,3708
2017-11-14 14:01:38 UTC,78,25.90,24.80,186.6, 250,316.6,82.724205,22.367220,3769
2017-11-14 14:15:45 UTC,79,25.50,25.00,142.2,182.2,242.2,82.724205,22.367220,3752
2017-11-14 14:36:54 UTC,80,25.50,28.20,104.4, 160,174.4,82.724205,22.367220,3703
2017-11-14 14:57:04 UTC,81,24.90,29.20, 120,166.6,192.2,82.724205,22.367220,3692
2017-11-14 15:02:04 UTC,82,25.20,29.20,96.6,136.6,152.2,"
 CIPGSMLOC: 0",82.724205,3697
2017-11-14 15:12:24 UTC,83,25.20,27.40,126.6,164.4,164.4,82.724205,22.367220,3648
2017-11-14 15:14:00 UTC,84,25.40,27.30,  90,118.8,126.6,82.724205,22.367220,3741
2017-11-14 15:15:39 UTC,85,25.00,27.40,98.8,136.6,166.6,82.724205,22.367220,3736
2017-11-14 15:17:14 UTC,86,25.10,27.60,106.6,136.6,148.8,82.724205,22.367220,3664
2017-11-14 15:26:06 UTC,87,25.30,27.30,94.4,126.6,166.6,"","",3714
2017-11-14 15:29:20 UTC,88,25.40,26.60,96.6,124.4,124.4,82.724205,22.367220,3692
2017-11-14 15:30:58 UTC,89,25.10,26.40,106.6,126.6,126.6,"","",3736
2017-11-14 15:32:32 UTC,90,24.70,26.20,86.6,118.8,184.4,82.724205,22.367220,3703
2017-11-14 15:51:34 UTC,91,26.10,25.60,96.6, 140,172.2,"","",3648
2017-11-14 15:53:04 UTC,92,25.40,25.70, 100,132.2,156.6,82.724205,22.367220,3730
2017-11-14 15:54:42 UTC,93,25.50,26.00,  90,122.2,144.4,82.724205,22.367220,3659


